Part,ElementID,vonMises_Pa,Sxx_Pa,Syy_Pa,Szz_Pa,Sxy_Pa,Syz_Pa,Szx_Pa
PART_002_R214G39B40A255,1518,0.008026598,-7.421766e-06,1.717809e-06,1009830.0,10858.38,5.814837e-06,1749177.9783511662
PART_003_R247G182B210A255,1519,-7354944.0,-8232.085,-10646.52,1015293.0,-10264.78,5539.151,7553099.456803849
PART_003_R247G182B210A255,1520,-7361770.0,-4392.194,9122.486,956645.0,-26418.59,13266.08,7548427.266251396
PART_003_R247G182B210A255,1521,-7375274.0,-12179.78,-6823.098,923485.4,-31137.22,17281.55,7537699.07387332
PART_003_R247G182B210A255,1522,-7382757.0,-5379.825,12964.78,908493.6,-28111.32,13961.62,7552509.712679181
PART_003_R247G182B210A255,1523,-7392717.0,-12596.95,-4256.09,901985.4,-15585.73,8521.054,7547812.77099134
PART_001_R158G218B229A255,1524,-7392174.0,-4903.63,14673.37,900777.0,7.192603e-06,0.0002321287,7559825.724289511
PART_001_R158G218B229A255,1525,-7392717.0,-12596.95,-4256.09,901985.4,15585.73,-8521.054,7547812.77099134
PART_002_R214G39B40A255,1526,-7382757.0,-5379.825,12964.78,908493.6,28111.32,-13961.62,7552509.712679181
PART_002_R214G39B40A255,1527,-7375274.0,-12179.78,-6823.098,923485.4,31137.22,-17281.55,7537699.07387332
PART_002_R214G39B40A255,1528,-7361770.0,-4392.194,9122.486,956645.0,26418.59,-13266.08,7548427.266251396
PART_002_R214G39B40A255,1529,-7354944.0,-8232.085,-10646.52,1015293.0,10264.78,-5539.151,7553099.456803849
PART_003_R247G182B210A255,1530,-14716120.0,12000.8,-9596.009,886363.5,-9372.031,11732.9,14797213.439016966
PART_003_R247G182B210A255,1531,-14732080.0,16469.99,22576.0,830958.9,-21702.99,26654.96,14821769.175273301
PART_003_R247G182B210A255,1532,-14756470.0,2531.697,-7281.163,798616.7,-28250.82,34634.36,14818999.905884486
PART_003_R247G182B210A255,1533,-14770980.0,16259.0,32274.76,782401.4,-23272.92,28207.76,14857321.10409984
PART_001_R158G218B229A255,1534,-14790580.0,3396.705,-3587.885,775666.4,-13900.4,17125.3,14851427.549368909
PART_001_R158G218B229A255,1535,-14788590.0,18272.32,35742.74,774293.6,3.596034e-05,0.0004818692,14876180.652964193
PART_001_R158G218B229A255,1536,-14790580.0,3396.705,-3587.885,775666.4,13900.4,-17125.3,14851427.549368909
PART_001_R158G218B229A255,1537,-14770980.0,16259.0,32274.76,782401.4,23272.92,-28207.76,14857321.10409984
PART_002_R214G39B40A255,1538,-14756470.0,2531.697,-7281.164,798616.7,28250.82,-34634.36,14818999.905387169
PART_002_R214G39B40A255,1539,-14732080.0,16469.99,22576.0,830958.9,21702.99,-26654.96,14821769.175273301
PART_002_R214G39B40A255,1540,-14716120.0,12000.8,-9596.009,886363.5,9372.031,-11732.9,14797213.439016966
PART_003_R247G182B210A255,1541,-22078760.0,-22897.67,-32291.77,753872.5,-6074.385,17148.03,22089814.858679563
PART_003_R247G182B210A255,1542,-22096820.0,-9398.317,25784.2,698182.5,-18010.86,40984.91,22138222.92716163
PART_003_R247G182B210A255,1543,-22133220.0,-31694.68,-22832.37,667544.0,-19914.66,53167.63,22136392.7894202
PART_001_R158G218B229A255,1544,-22151850.0,-10695.99,33088.57,654524.1,-18061.53,43203.61,22192202.287588425
PART_001_R158G218B229A255,1545,-22178390.0,-31103.65,-18514.08,649066.7,-10669.39,26110.24,22182144.293613203
PART_001_R158G218B229A255,1546,-22176000.0,-9732.48,37810.76,648210.5,-5.417444e-06,0.000767232,22218462.20739444
PART_001_R158G218B229A255,1547,-22178390.0,-31103.65,-18514.08,649066.7,10669.39,-26110.23,22182144.29357789
PART_001_R158G218B229A255,1548,-22151850.0,-10695.99,33088.57,654524.1,18061.53,-43203.6,22192202.287530024
PART_001_R158G218B229A255,1549,-22133220.0,-31694.68,-22832.37,667544.0,19914.66,-53167.63,22136392.7894202
PART_002_R214G39B40A255,1550,-22096820.0,-9398.318,25784.2,698182.5,18010.86,-40984.91,22138222.926663574
PART_002_R214G39B40A255,1551,-22078760.0,-22897.67,-32291.77,753872.5,6074.385,-17148.03,22089814.858679563
PART_003_R247G182B210A255,1552,-29453720.0,16697.51,-17755.14,500702.5,-5704.387,25345.89,29466005.753444295
PART_003_R247G182B210A255,1553,-29481400.0,26511.72,40294.22,451787.1,-7501.911,59269.32,29525358.23609877
PART_001_R158G218B229A255,1554,-29522130.0,3303.309,-23869.7,428486.1,-11534.16,76390.98,29521489.841491517
PART_001_R158G218B229A255,1555,-29542170.0,32381.19,51625.34,418982.2,-11590.24,60276.53,29593268.2642433
PART_001_R158G218B229A255,1556,-29575480.0,4138.033,-18717.84,415050.1,-6787.68,35776.35,29577001.79517772
PART_001_R158G218B229A255,1557,-29569790.0,34405.2,56644.49,414323.0,1.546201e-05,0.001101568,29624014.497582518
PART_001_R158G218B229A255,1558,-29575480.0,4138.032,-18717.84,415050.1,6787.68,-35776.35,29577001.79467729
PART_001_R158G218B229A255,1559,-29542170.0,32381.19,51625.34,418982.2,11590.24,-60276.53,29593268.2642433
PART_001_R158G218B229A255,1560,-29522130.0,3303.308,-23869.7,428486.1,11534.16,-76390.97,29521489.84091336
PART_001_R158G218B229A255,1561,-29481400.0,26511.72,40294.22,451787.1,7501.911,-59269.31,29525358.23603855
PART_002_R214G39B40A255,1562,-29453720.0,16697.51,-17755.14,500702.5,5704.387,-25345.89,29466005.753444295
PART_003_R247G182B210A255,1563,-36840850.0,-33218.17,-57597.59,191126.5,3231.985,43496.71,36797014.84929028
PART_001_R158G218B229A255,1564,-36862490.0,-7285.814,32720.89,164621.7,-1803.561,96368.46,36876704.06481473
PART_001_R158G218B229A255,1565,-36904690.0,-34183.03,-44981.71,158411.3,-3627.411,105044.4,36866579.34908323
PART_001_R158G218B229A255,1566,-36922360.0,-4963.188,42665.84,153594.9,-4070.425,81281.69,36942461.20184478
PART_001_R158G218B229A255,1567,-36959260.0,-36960.9,-43821.49,153582.9,-2390.831,45857.73,36919913.30170632
PART_001_R158G218B229A255,1568,-36950100.0,-4281.824,44289.42,152311.8,2.674841e-09,0.001499599,36971068.971054375
PART_001_R158G218B229A255,1569,-36959260.0,-36960.9,-43821.49,153582.9,2390.831,-45857.73,36919913.30170632
PART_001_R158G218B229A255,1570,-36922360.0,-4963.188,42665.84,153594.9,4070.425,-81281.69,36942461.20184478
PART_001_R158G218B229A255,1571,-36904690.0,-34183.03,-44981.71,158411.3,3627.412,-105044.4,36866579.34908353
PART_001_R158G218B229A255,1572,-36862490.0,-7285.814,32720.89,164621.7,1803.561,-96368.46,36876704.06481473
PART_001_R158G218B229A255,1573,-36840850.0,-33218.17,-57597.59,191126.5,-3231.985,-43496.71,36797014.84929028
PART_003_R247G182B210A255,1574,36545780.0,-30000.6,-28425.71,187034.9,1319.308,-40001.15,36576493.51438277
PART_000_R31G119B180A255,1575,36566200.0,3308.487,32982.21,162527.5,545.8513,-89770.48,36549478.54460137
PART_000_R31G119B180A255,1576,36575000.0,-27583.46,-41155.54,152800.4,-2665.587,-92123.72,36610676.023267984
PART_000_R31G119B180A255,1577,36606410.0,1744.317,24967.68,148545.3,-2010.069,-75624.06,36594198.609685086
PART_000_R31G119B180A255,1578,36606440.0,-28829.02,-47651.55,145835.4,-1623.954,-40008.34,36645620.10269116
PART_000_R31G119B180A255,1579,36625470.0,1388.041,23343.59,145854.6,-6.40981e-07,-0.00151475,36613980.66657972
PART_000_R31G119B180A255,1580,36606440.0,-28829.02,-47651.55,145835.4,1623.954,40008.33,36645620.102658406
PART_000_R31G119B180A255,1581,36606410.0,1744.317,24967.68,148545.3,2010.069,75624.06,36594198.609685086
PART_000_R31G119B180A255,1582,36575000.0,-27583.46,-41155.54,152800.4,2665.587,92123.72,36610676.023267984
PART_000_R31G119B180A255,1583,36566200.0,3308.487,32982.21,162527.5,-545.8513,89770.48,36549478.54460137
PART_000_R31G119B180A255,1584,36545780.0,-30000.6,-28425.71,187034.9,-1319.308,40001.15,36576493.51438277
PART_003_R247G182B210A255,1585,29220080.0,1999.343,-27993.24,521583.4,-3395.77,-18383.32,29247062.394466035
PART_003_R247G182B210A255,1586,29242430.0,26455.64,29001.67,466710.7,-3956.786,-53624.97,29226031.377051838
PART_000_R31G119B180A255,1587,29256450.0,5248.298,-28069.4,440854.2,-6543.688,-61063.15,29278027.01081353
PART_000_R31G119B180A255,1588,29282620.0,26062.03,24738.24,427891.8,-6998.839,-54198.64,29266758.432558995
PART_000_R31G119B180A255,1589,29287420.0,4577.013,-36119.08,422019.9,-4115.48,-28930.77,29312371.296820343
PART_000_R31G119B180A255,1590,29301250.0,26241.54,22235.01,420361.6,1.241777e-05,-0.001118338,29286063.907757614
PART_000_R31G119B180A255,1591,29287420.0,4577.013,-36119.08,422019.9,4115.48,28930.76,29312371.296790734
PART_000_R31G119B180A255,1592,29282620.0,26062.03,24738.24,427891.8,6998.839,54198.63,29266758.432503436
PART_000_R31G119B180A255,1593,29256450.0,5248.298,-28069.4,440854.2,6543.688,61063.14,29278027.01075096
PART_000_R31G119B180A255,1594,29242430.0,26455.64,29001.67,466710.7,3956.786,53624.97,29226031.377051838
PART_002_R214G39B40A255,1595,29220080.0,1999.344,-27993.24,521583.4,3395.77,18383.32,29247062.393967044
PART_003_R247G182B210A255,1596,21914330.0,-23602.93,-21847.21,742397.3,-3611.422,-13251.27,21974722.174008153
PART_003_R247G182B210A255,1597,21929020.0,-3084.382,12928.79,684403.0,-11924.03,-34441.65,21956216.980921272
PART_003_R247G182B210A255,1598,21942540.0,-15641.55,-30932.62,648521.0,-11648.8,-39892.96,21994650.59466633
PART_000_R31G119B180A255,1599,21965150.0,-1534.655,10027.41,628838.6,-11253.98,-37243.32,21988002.257666457
PART_000_R31G119B180A255,1600,21969790.0,-19189.97,-37576.57,619956.7,-6492.285,-19984.07,22024401.109572005
PART_000_R31G119B180A255,1601,21981260.0,-1982.798,7339.115,616923.2,-1.082205e-05,-0.0007819216,22004542.88643949
PART_000_R31G119B180A255,1602,21969790.0,-19189.97,-37576.57,619956.7,6492.285,19984.06,22024401.109544788
PART_000_R31G119B180A255,1603,21965150.0,-1534.655,10027.41,628838.6,11253.98,37243.32,21988002.257666457
PART_000_R31G119B180A255,1604,21942540.0,-15641.55,-30932.62,648521.0,11648.8,39892.96,21994650.59466633
PART_002_R214G39B40A255,1605,21929020.0,-3084.382,12928.79,684403.0,11924.03,34441.65,21956216.980921272
PART_002_R214G39B40A255,1606,21914330.0,-23602.93,-21847.21,742397.3,3611.422,13251.27,21974722.174008153
PART_003_R247G182B210A255,1607,14602320.0,2761.268,-13225.76,927306.9,-5870.71,-7464.835,14695602.714273857
PART_003_R247G182B210A255,1608,14614410.0,15359.06,14778.97,864284.1,-13141.59,-21757.44,14675955.05335059
PART_003_R247G182B210A255,1609,14623480.0,5688.158,-17577.85,825496.3,-17947.08,-24856.18,14699239.079324601
PART_003_R247G182B210A255,1610,14639960.0,17983.92,9435.984,803313.9,-14456.86,-23236.75,14692359.639448045
PART_000_R31G119B180A255,1611,14643700.0,5570.394,-21721.72,792835.8,-8729.664,-12676.2,14716030.892194368
PART_000_R31G119B180A255,1612,14651620.0,17356.47,7656.356,789468.3,2.953856e-05,-0.000491984,14702839.78598561
PART_000_R31G119B180A255,1613,14643700.0,5570.394,-21721.72,792835.8,8729.664,12676.2,14716030.892194368
PART_000_R31G119B180A255,1614,14639960.0,17983.92,9435.983,803313.9,14456.86,23236.75,14692359.639946233
PART_002_R214G39B40A255,1615,14623480.0,5688.158,-17577.85,825496.3,17947.08,24856.18,14699239.079324601
PART_002_R214G39B40A255,1616,14614410.0,15359.06,14778.97,864284.1,13141.59,21757.44,14675955.05335059
PART_002_R214G39B40A255,1617,14602320.0,2761.268,-13225.76,927306.9,5870.71,7464.835,14695602.714273857
PART_003_R247G182B210A255,1618,7302303.0,-8732.492,-7870.94,999320.3,-5910.414,-3989.669,7512723.714315517
PART_003_R247G182B210A255,1619,7307756.0,-1457.142,3815.939,937158.0,-17014.49,-10505.81,7484789.738747367
PART_003_R247G182B210A255,1620,7313087.0,-5557.635,-11228.56,896979.9,-18988.91,-12050.44,7484606.277959112
PART_003_R247G182B210A255,1621,7321403.0,-595.0087,1867.548,872724.3,-17961.75,-11355.57,7475287.8138617035
PART_003_R247G182B210A255,1622,7323685.0,-6266.464,-14393.62,860883.4,-9669.24,-6114.365,7484088.421341107
PART_000_R31G119B180A255,1623,7327705.0,-842.1257,970.3568,857089.6,-1.832823e-07,-0.0002378141,7476505.2760342015
PART_000_R31G119B180A255,1624,7323685.0,-6266.464,-14393.62,860883.4,9669.24,6114.364,7484088.421338656
PART_002_R214G39B40A255,1625,7321403.0,-595.0087,1867.548,872724.3,17961.75,11355.57,7475287.8138617035
PART_002_R214G39B40A255,1626,7313087.0,-5557.635,-11228.56,896979.9,18988.91,12050.44,7484606.277959112
PART_002_R214G39B40A255,1627,7307756.0,-1457.142,3815.938,937158.0,17014.49,10505.81,7484789.739234933
PART_002_R214G39B40A255,1628,7302303.0,-8732.492,-7870.94,999320.3,5910.414,3989.669,7512723.714315517
PART_003_R247G182B210A255,1629,0.007989931,-5.372879e-06,-1.920341e-05,1058210.0,-6916.751,-3.694401e-06,1832912.6374798084
PART_003_R247G182B210A255,1630,0.007996478,1.721065e-05,8.274279e-07,993737.3,-16287.14,-1.196751e-05,1721434.6566227858
PART_003_R247G182B210A255,1631,0.008006806,5.856402e-06,-8.950448e-06,953145.0,-21474.45,-1.291493e-05,1651314.5154946733
PART_003_R247G182B210A255,1632,0.008011177,9.388151e-06,1.449193e-05,929553.9,-17696.55,-1.301598e-05,1610326.3217936102
PART_003_R247G182B210A255,1633,0.00801531,5.443571e-06,-1.612895e-05,918079.9,-10779.28,-6.619953e-06,1590270.6332520843
PART_003_R247G182B210A255,1634,0.00801639,8.748375e-06,1.561908e-05,914257.8,2.657851e-05,-1.718697e-07,1583540.9608161452
PART_002_R214G39B40A255,1635,0.008013062,5.590273e-06,-1.610509e-05,918079.9,10779.28,6.318598e-06,1590270.6332520843
PART_002_R214G39B40A255,1636,0.008006843,9.217069e-06,1.453563e-05,929553.9,17696.55,1.261495e-05,1610326.3217936102
PART_002_R214G39B40A255,1637,0.008000567,6.890217e-06,-8.59408e-06,953145.0,21474.45,1.268811e-05,1651314.5154946733
PART_002_R214G39B40A255,1638,0.007987963,1.788038e-05,1.160309e-06,993737.3,16287.14,1.175396e-05,1721434.6566227858
PART_002_R214G39B40A255,1639,0.007978991,-5.436604e-06,-1.92197e-05,1058210.0,6916.751,3.768672e-06,1832912.6374798084
PART_003_R247G182B210A255,1640,-7302303.0,8732.492,7870.94,999320.3,-5910.414,3989.669,7512723.714315517
PART_003_R247G182B210A255,1641,-7307756.0,1457.142,-3815.938,937158.0,-17014.49,10505.81,7484789.739234933
PART_003_R247G182B210A255,1642,-7313087.0,5557.635,11228.56,896979.9,-18988.91,12050.44,7484606.277959112
PART_003_R247G182B210A255,1643,-7321403.0,595.0087,-1867.548,872724.3,-17961.75,11355.57,7475287.8138617035
PART_003_R247G182B210A255,1644,-7323685.0,6266.464,14393.62,860883.4,-9669.24,6114.365,7484088.421341107
PART_001_R158G218B229A255,1645,-7327705.0,842.1257,-970.3568,857089.6,-1.201226e-07,0.0002374409,7476505.2760342015
PART_001_R158G218B229A255,1646,-7323685.0,6266.464,14393.62,860883.4,9669.24,-6114.364,7484088.421338656
PART_002_R214G39B40A255,1647,-7321403.0,595.0087,-1867.548,872724.3,17961.75,-11355.57,7475287.8138617035
PART_002_R214G39B40A255,1648,-7313087.0,5557.635,11228.56,896979.9,18988.91,-12050.44,7484606.277959112
PART_002_R214G39B40A255,1649,-7307756.0,1457.142,-3815.938,937158.0,17014.49,-10505.81,7484789.739234933
PART_002_R214G39B40A255,1650,-7302303.0,8732.492,7870.939,999320.3,5910.414,-3989.669,7512723.713829055
PART_003_R247G182B210A255,1651,-14602320.0,-2761.268,13225.76,927306.9,-5870.71,7464.835,14695602.714273857
PART_003_R247G182B210A255,1652,-14614410.0,-15359.06,-14778.97,864284.1,-13141.59,21757.44,14675955.05335059
PART_003_R247G182B210A255,1653,-14623480.0,-5688.158,17577.85,825496.3,-17947.08,24856.18,14699239.079324601
PART_003_R247G182B210A255,1654,-14639960.0,-17983.92,-9435.984,803313.9,-14456.86,23236.75,14692359.639448045
PART_001_R158G218B229A255,1655,-14643700.0,-5570.394,21721.72,792835.8,-8729.664,12676.2,14716030.892194368
PART_001_R158G218B229A255,1656,-14651620.0,-17356.47,-7656.356,789468.3,2.949146e-05,0.0004916066,14702839.78598561
PART_001_R158G218B229A255,1657,-14643700.0,-5570.394,21721.72,792835.8,8729.664,-12676.2,14716030.892194368
PART_001_R158G218B229A255,1658,-14639960.0,-17983.92,-9435.983,803313.9,14456.86,-23236.75,14692359.639946233
PART_002_R214G39B40A255,1659,-14623480.0,-5688.158,17577.85,825496.3,17947.08,-24856.18,14699239.079324601
PART_002_R214G39B40A255,1660,-14614410.0,-15359.06,-14778.97,864284.1,13141.59,-21757.44,14675955.05335059
PART_002_R214G39B40A255,1661,-14602320.0,-2761.268,13225.76,927306.9,5870.71,-7464.835,14695602.714273857
PART_003_R247G182B210A255,1662,-21914330.0,23602.93,21847.21,742397.3,-3611.422,13251.27,21974722.174008153
PART_003_R247G182B210A255,1663,-21929020.0,3084.381,-12928.79,684403.0,-11924.03,34441.65,21956216.98042146
PART_003_R247G182B210A255,1664,-21942540.0,15641.55,30932.62,648521.0,-11648.8,39892.96,21994650.59466633
PART_001_R158G218B229A255,1665,-21965150.0,1534.655,-10027.41,628838.6,-11253.98,37243.32,21988002.257666457
PART_001_R158G218B229A255,1666,-21969790.0,19189.97,37576.57,619956.7,-6492.285,19984.07,22024401.109572005
PART_001_R158G218B229A255,1667,-21981260.0,1982.798,-7339.115,616923.2,-1.088584e-05,0.0007813278,22004542.88643949
PART_001_R158G218B229A255,1668,-21969790.0,19189.97,37576.57,619956.7,6492.285,-19984.06,22024401.109544788
PART_001_R158G218B229A255,1669,-21965150.0,1534.655,-10027.41,628838.6,11253.98,-37243.32,21988002.257666457
PART_001_R158G218B229A255,1670,-21942540.0,15641.55,30932.62,648521.0,11648.8,-39892.96,21994650.59466633
PART_002_R214G39B40A255,1671,-21929020.0,3084.381,-12928.79,684403.0,11924.03,-34441.65,21956216.98042146
PART_002_R214G39B40A255,1672,-21914330.0,23602.93,21847.21,742397.3,3611.422,-13251.27,21974722.174008153
PART_003_R247G182B210A255,1673,-29220080.0,-1999.343,27993.24,521583.4,-3395.77,18383.32,29247062.394466035
PART_003_R247G182B210A255,1674,-29242430.0,-26455.64,-29001.67,466710.7,-3956.786,53624.97,29226031.377051838
PART_001_R158G218B229A255,1675,-29256450.0,-5248.298,28069.4,440854.2,-6543.688,61063.15,29278027.01081353
PART_001_R158G218B229A255,1676,-29282620.0,-26062.03,-24738.24,427891.8,-6998.839,54198.64,29266758.432558995
PART_001_R158G218B229A255,1677,-29287420.0,-4577.013,36119.08,422019.9,-4115.48,28930.77,29312371.296820343
PART_001_R158G218B229A255,1678,-29301250.0,-26241.54,-22235.01,420361.6,1.218666e-05,0.001117837,29286063.907757614
PART_001_R158G218B229A255,1679,-29287420.0,-4577.013,36119.08,422019.9,4115.48,-28930.76,29312371.296790734
PART_001_R158G218B229A255,1680,-29282620.0,-26062.03,-24738.24,427891.8,6998.839,-54198.63,29266758.432503436
PART_001_R158G218B229A255,1681,-29256450.0,-5248.298,28069.4,440854.2,6543.688,-61063.14,29278027.01075096
PART_001_R158G218B229A255,1682,-29242430.0,-26455.64,-29001.67,466710.7,3956.786,-53624.97,29226031.377051838
PART_002_R214G39B40A255,1683,-29220080.0,-1999.344,27993.24,521583.4,3395.77,-18383.32,29247062.393967044
PART_003_R247G182B210A255,1684,-36545780.0,30000.6,28425.71,187034.9,1319.308,40001.15,36576493.51438277
PART_001_R158G218B229A255,1685,-36566200.0,-3308.487,-32982.21,162527.5,545.8513,89770.48,36549478.54460137
PART_001_R158G218B229A255,1686,-36575000.0,27583.46,41155.54,152800.4,-2665.587,92123.72,36610676.023267984
PART_001_R158G218B229A255,1687,-36606410.0,-1744.317,-24967.68,148545.3,-2010.069,75624.06,36594198.609685086
PART_001_R158G218B229A255,1688,-36606440.0,28829.02,47651.55,145835.4,-1623.954,40008.34,36645620.10269116
PART_001_R158G218B229A255,1689,-36625470.0,-1388.041,-23343.59,145854.6,-1.006988e-06,0.001514385,36613980.66657972
PART_001_R158G218B229A255,1690,-36606440.0,28829.02,47651.55,145835.4,1623.954,-40008.33,36645620.102658406
PART_001_R158G218B229A255,1691,-36606410.0,-1744.317,-24967.68,148545.3,2010.069,-75624.06,36594198.609685086
PART_001_R158G218B229A255,1692,-36575000.0,27583.46,41155.54,152800.4,2665.587,-92123.72,36610676.023267984
PART_001_R158G218B229A255,1693,-36566200.0,-3308.487,-32982.21,162527.5,-545.8513,-89770.48,36549478.54460137
PART_001_R158G218B229A255,1694,-36545780.0,30000.6,28425.71,187034.9,-1319.308,-40001.15,36576493.51438277
PART_003_R247G182B210A255,1695,36244240.0,17749.52,41695.18,192792.2,3233.539,-37327.43,36216121.22444497
PART_000_R31G119B180A255,1696,36248150.0,2037.233,-20864.33,165142.2,311.1699,-81654.77,36258973.04762285
PART_000_R31G119B180A255,1697,36264350.0,18098.0,29519.4,156478.7,-968.067,-87214.61,36241870.95446376
PART_000_R31G119B180A255,1698,36267940.0,-36.63301,-29763.87,150065.2,-1316.401,-67402.64,36283968.26060816
PART_000_R31G119B180A255,1699,36285370.0,19817.03,25422.44,148231.8,-817.6212,-37797.68,36263718.59512164
PART_000_R31G119B180A255,1700,36278640.0,-567.59,-32652.89,146775.3,-1.584397e-06,-0.001511291,36296151.187834606
PART_000_R31G119B180A255,1701,36285370.0,19817.03,25422.44,148231.8,817.6212,37797.68,36263718.59512164
PART_000_R31G119B180A255,1702,36267940.0,-36.63294,-29763.87,150065.2,1316.401,67402.64,36283968.26057321
PART_000_R31G119B180A255,1703,36264350.0,18098.0,29519.4,156478.7,968.067,87214.6,36241870.95439157
PART_000_R31G119B180A255,1704,36248150.0,2037.233,-20864.33,165142.2,-311.1698,81654.77,36258973.04762285
PART_000_R31G119B180A255,1705,36244240.0,17749.52,41695.18,192792.2,-3233.539,37327.43,36216121.22444497
PART_003_R247G182B210A255,1706,28986300.0,-7390.371,12480.54,514331.7,-3199.491,-17680.71,28997464.11269819
PART_003_R247G182B210A255,1707,28995490.0,-14126.83,-25895.19,460102.5,-1476.609,-43763.01,29026543.67656969
PART_000_R31G119B180A255,1708,29011970.0,1179.521,17912.76,431339.1,-3395.099,-56424.25,29012213.732369382
PART_000_R31G119B180A255,1709,29016510.0,-18001.04,-32391.09,416303.3,-4044.934,-45075.98,29050764.471871935
PART_000_R31G119B180A255,1710,29032530.0,813.9228,13450.27,408458.0,-2358.908,-26600.08,29034057.525941167
PART_000_R31G119B180A255,1711,29027320.0,-19051.51,-35949.69,406321.6,1.015004e-05,-0.00111467,29063346.434769507
PART_000_R31G119B180A255,1712,29032530.0,813.9228,13450.27,408458.0,2358.908,26600.07,29034057.52591368
PART_000_R31G119B180A255,1713,29016510.0,-18001.04,-32391.09,416303.3,4044.934,45075.98,29050764.471871935
PART_000_R31G119B180A255,1714,29011970.0,1179.521,17912.77,431339.1,3395.099,56424.25,29012213.7273754
PART_000_R31G119B180A255,1715,28995490.0,-14126.83,-25895.19,460102.5,1476.609,43763.0,29026543.676524457
PART_002_R214G39B40A255,1716,28986300.0,-7390.371,12480.54,514331.7,3199.491,17680.71,28997464.11269819
PART_003_R247G182B210A255,1717,21736690.0,12674.28,22499.32,764010.6,-1953.606,-10858.88,21759389.19172823
PART_003_R247G182B210A255,1718,21739660.0,2501.091,-18536.03,702255.2,-7587.382,-26467.43,21781725.565601394
PART_003_R247G182B210A255,1719,21755060.0,17857.39,14925.85,662745.9,-6852.981,-35048.1,21769042.968466572
PART_000_R31G119B180A255,1720,21760080.0,3706.791,-21435.11,640831.4,-6604.988,-29241.78,21797295.58175024
PART_000_R31G119B180A255,1721,21772340.0,17042.17,12061.78,629337.4,-3940.88,-17699.38,21785099.0686048
PART_000_R31G119B180A255,1722,21769610.0,3389.611,-24344.69,626100.9,-1.344807e-05,-0.0007793582,21807081.352918703
PART_000_R31G119B180A255,1723,21772340.0,17042.17,12061.78,629337.4,3940.88,17699.38,21785099.0686048
PART_000_R31G119B180A255,1724,21760080.0,3706.791,-21435.11,640831.4,6604.988,29241.78,21797295.58175024
PART_000_R31G119B180A255,1725,21755060.0,17857.39,14925.86,662745.9,6852.981,35048.1,21769042.963472538
PART_002_R214G39B40A255,1726,21739660.0,2501.091,-18536.03,702255.2,7587.382,26467.43,21781725.565601394
PART_002_R214G39B40A255,1727,21736690.0,12674.28,22499.32,764010.6,1953.606,10858.88,21759389.19172823
PART_003_R247G182B210A255,1728,14489850.0,-4938.436,7252.74,914975.9,-3804.343,-6615.778,14575117.47224154
PART_003_R247G182B210A255,1729,14494600.0,-9218.735,-13928.01,851276.2,-7783.275,-15717.34,14580947.11925394
PART_003_R247G182B210A255,1730,14504110.0,-104.2942,6189.492,808071.2,-11337.46,-21009.79,14568515.110356553
PART_003_R247G182B210A255,1731,14508440.0,-8584.908,-19600.87,781330.4,-8590.771,-17519.42,14585493.69414055
PART_000_R31G119B180A255,1732,14517580.0,-257.6738,4216.783,767143.3,-5419.53,-10813.06,14576303.945616325
PART_000_R31G119B180A255,1733,14515330.0,-9715.484,-21545.16,762972.7,2.540415e-05,-0.0004908665,14590931.939334784
PART_000_R31G119B180A255,1734,14517580.0,-257.6739,4216.783,767143.3,5419.53,10813.06,14576303.945666142
PART_000_R31G119B180A255,1735,14508440.0,-8584.908,-19600.87,781330.4,8590.771,17519.42,14585493.69414055
PART_002_R214G39B40A255,1736,14504110.0,-104.2941,6189.492,808071.2,11337.46,21009.79,14568515.110306753
PART_002_R214G39B40A255,1737,14494600.0,-9218.735,-13928.01,851276.2,7783.275,15717.34,14580947.11925394
PART_002_R214G39B40A255,1738,14489850.0,-4938.436,7252.74,914975.9,3804.343,6615.778,14575117.47224154
PART_003_R247G182B210A255,1739,7243735.0,4764.892,7364.195,1030974.0,-3727.625,-3027.339,7454707.911790486
PART_003_R247G182B210A255,1740,7245014.0,1534.307,-6424.457,964583.9,-10453.3,-7391.143,7437571.414923557
PART_003_R247G182B210A255,1741,7250654.0,6707.241,4778.171,919219.8,-11640.01,-9970.918,7417839.462954416
PART_003_R247G182B210A255,1742,7252748.0,2153.261,-8162.861,891637.5,-11292.32,-8251.125,7418333.2089068815
PART_003_R247G182B210A255,1743,7257361.0,7040.016,3101.175,876420.7,-5932.78,-5123.41,7409470.4141959585
PART_000_R31G119B180A255,1744,7256508.0,2011.937,-9059.713,871955.9,-4.305335e-06,-0.0002370229,7415461.969795717
PART_000_R31G119B180A255,1745,7257361.0,7040.016,3101.175,876420.7,5932.78,5123.409,7409470.4141938845
PART_002_R214G39B40A255,1746,7252748.0,2153.261,-8162.861,891637.5,11292.32,8251.125,7418333.2089068815
PART_002_R214G39B40A255,1747,7250654.0,6707.241,4778.171,919219.8,11640.01,9970.917,7417839.462950383
PART_002_R214G39B40A255,1748,7245014.0,1534.307,-6424.457,964583.9,10453.3,7391.143,7437571.414923557
PART_002_R214G39B40A255,1749,7243735.0,4764.892,7364.195,1030974.0,3727.625,3027.339,7454707.911790486
PART_003_R247G182B210A255,1750,0.007918371,-8.089453e-06,-4.008905e-07,1044039.0,-4242.0,-3.028901e-06,1808343.5194273791
PART_003_R247G182B210A255,1751,0.007921054,-4.258436e-06,-3.12153e-05,978599.4,-9825.354,-7.802065e-06,1695069.31120375
